,Uid,distances,impact
0,17394003,5.879648176511279,0.13477481278952602
1,18887016,0.9867936311798114,0.1251596953336395
2,18887001,0.9740129304648814,0.11041319358494503
3,15424003,3.2486614136004306,0.1080973486508085
4,17394001,5.852047877563376,0.1063014329325831
5,17402002,5.516929048048153,0.1038530067525076
6,19110010,1.8366053104201292,0.10138719738871649
7,18888007,0.8068833058258015,0.10113990401368149
8,18370007,1.7443646926753698,0.10021697595185912
9,18532001,4.711508044082976,0.09978026628910948
10,15430010,3.0585714251779867,0.09965339356045581
11,17389001,5.966398726333664,0.0993971926736551
12,18887020,0.9835052218504459,0.09902345746790074
13,17398003,5.298169245017869,0.09525153529529747
14,17378001,3.3672870388012015,0.09300931658433047
15,18888008,0.8083991264539075,0.09283911173898773
16,18360002,0.6675943256735033,0.09265203689711024
17,15429002,3.178312783245257,0.08708105710318778
18,15428003,3.0497499886730983,0.08653765277325727
19,15429016,3.178189908744299,0.08630046823692095
20,18366003,0.569189325832486,0.0849462976833153
21,18887002,0.9725368882090841,0.08475557929864481
22,15428002,3.055555768716586,0.08473708112160462
23,15430075,3.021865018693259,0.0835601696203153
24,18366014,0.4836919500342748,0.08343384435153409
25,15424002,3.2504807525988,0.08321033579987497
26,15430076,3.0209182419133542,0.08290872796686741
27,18369002,1.4816629437593656,0.08203482268829229
28,17378002,3.3703329204203683,0.08145748973763804
29,15430078,3.0267998414261794,0.0807967041988651
30,19110002,1.9478630154994647,0.08074244275697764
31,17368005,5.865250252703747,0.08066488866279684
32,15430077,3.0274656084267884,0.08054708612536238
33,15429001,3.181010866735462,0.08044860942384385
34,17368004,5.864276238895245,0.08007837983040167
35,15429015,3.180619573429884,0.07982503390408172
36,18370001,1.786412045065699,0.07927197111962844
37,15424004,3.2473562858537215,0.07802829364666408
38,18371004,2.041685060910339,0.07789829221514372
39,18532005,4.832767426001772,0.07539800063656912
40,17790003,4.178652028346559,0.07534239049186578
41,18360001,0.6611805593281171,0.07515472928455175
42,18370002,1.7840022097376667,0.07500602409239783
43,18372006,2.3575523158419696,0.07475633350607049
44,18887010,0.9581329438649653,0.07467396761366586
45,18887008,0.8802669324653835,0.0742385998118876
46,17388001,5.718070558445325,0.07361882565524573
47,19110001,1.9493981384216812,0.07322068945630471
48,15430073,3.0199955019787703,0.07290649564325533
49,18532002,4.712375435937245,0.07258565306831169
50,15430011,3.0559972864326146,0.0725542272871592
51,18368001,1.1996805347103572,0.07251548726200824
52,15424001,3.251888747447054,0.07242535187898548
53,15430074,3.0186828045124456,0.0722457285775348
54,15442005,3.170189577053221,0.07210223626106789
55,18368004,1.0994107803432234,0.07186744761255232
56,18888009,0.8101007037517892,0.07165891941324039
57,17353003,6.0407725331499185,0.07067067164373025
58,15430071,3.022786465327304,0.07066686224945465
59,15430072,3.021260691128011,0.07031536983333879
60,15422004,3.373109157800426,0.07006261949052325
61,18887009,0.9588354354457982,0.06996941642027381
62,17387001,5.539336859904685,0.06953114519298509
63,15433017,2.9202794647307244,0.06883679488979756
64,15433016,2.917558557574802,0.06803905963616341
65,18299006,1.2698383603666616,0.0675574439391589
66,18369023,1.6681349308024962,0.06751294538205689
67,17370028,5.668267450088249,0.06745777646801702
68,17370029,5.666174010923592,0.06669371281049451
69,17790013,4.016474423355663,0.06668873793320047
70,17790015,3.93648171209459,0.0666589492996555
71,18368002,1.19944129162723,0.066451888817746
72,18532004,4.83399554028045,0.06615019070809204
73,17389002,6.02917295848744,0.06611758355943287
74,18369001,1.4812691309780093,0.06601793635174352
75,18370006,1.7432017613699373,0.06550684495621321
76,17414001,3.6769142757238873,0.06534909086106488
77,15442006,3.172029634326687,0.06525609405876417
78,17386001,5.207026953669423,0.06511963563585879
79,15430069,3.0252767951548796,0.06483296103279608
80,17790002,4.13768504725146,0.06477611902947861
81,15430070,3.0237850677791087,0.06469917668056598
82,18888005,0.7530636806291162,0.0644816437730355
83,19110011,1.837983102470158,0.06402190976251274
84,17790006,4.044016619294624,0.06399175912592081
85,18887003,0.9714284111372996,0.06398044577121462
