ElemUID;latitude;longitude
17399007;50.086536;8.65
17399008;50.087494;8.650643
17399009;50.086697;8.650453
17399010;50.086708;8.650414
17400001;50.087723;8.650572
17400002;50.08786;8.650735
17400003;50.08746;8.650843
17400004;50.088284;8.6511965
17400005;50.08829;8.6515
17400006;50.088604;8.651478
17400007;50.08847;8.652091
17400008;50.088497;8.652098
17400009;50.08849;8.651823
17400010;50.088516;8.651829
17400011;50.088448;8.651058
17400012;50.088474;8.651058
17402001;50.08541;8.647825
17402002;50.08539;8.64785
17402003;50.08491;8.647393
17402004;50.08493;8.6473675
17402005;50.085083;8.647967
17402006;50.08522;8.647231
17403001;50.084583;8.646042
17403002;50.08456;8.646067
17403003;50.08405;8.645606
17403004;50.084072;8.645581
17404001;50.08397;8.644747
17404002;50.08395;8.644772
17404003;50.083305;8.644027
17404004;50.08333;8.643999
17404005;50.0834;8.644544
17404006;50.083847;8.644252
17405001;50.083176;8.643165
17405002;50.083157;8.643193
17405003;50.082794;8.642963
17405004;50.082817;8.64294
17406001;50.082165;8.640562
17406002;50.08214;8.640585
17406003;50.0817;8.639994
17406004;50.081722;8.639972
17407001;50.081818;8.639583
17407002;50.081795;8.639604
17407003;50.081295;8.63889
17407004;50.081314;8.638855
17407005;50.082623;8.638604
17408001;50.080944;8.637072
17408002;50.080917;8.637092
17408003;50.080463;8.636606
17408004;50.080486;8.63658
17414001;50.09576;8.671008
17427001;50.09126;8.65296
17427002;50.091988;8.652901
17427003;50.091606;8.653303
17427004;50.09237;8.652882
17427005;50.092964;8.652738
17450003;50.089447;8.652536
17451001;50.084686;8.62905
17451002;50.084686;8.629092
17451003;50.084686;8.629134
17451004;50.08456;8.629429
17451005;50.08439;8.629276
17451006;50.08438;8.629235
17451007;50.08451;8.628927
17453001;50.078114;8.625349
17453002;50.078148;8.624525
17453003;50.07815;8.624566
17453005;50.078335;8.624478
17453006;50.078342;8.624519
17453007;50.07782;8.624472
17453008;50.077847;8.624468
17453009;50.077797;8.624038
17453010;50.077824;8.624032
17453011;50.07777;8.6240425
17453012;50.078087;8.62535
17790001;50.095665;8.65866
17790002;50.095688;8.658639
17790003;50.095505;8.658059
17790004;50.09589;8.658956
17790005;50.09587;8.658984
17790006;50.09625;8.659665
17790007;50.09559;8.659114
17790012;50.0964;8.660377
17790013;50.096333;8.660145
17790015;50.09684;8.660967
17790016;50.09668;8.6607065
17790018;50.096382;8.660863
17790024;50.0969;8.661554
17790025;50.096893;8.66188
17790028;50.095573;8.659079
18197001;50.076473;8.614535
18197002;50.07642;8.616033
18197003;50.07666;8.615376
18197004;50.07665;8.615416
18197014;50.07698;8.615544
18197015;50.07697;8.615582
18211001;50.11812;8.691845
18211002;50.118103;8.691811
18211003;50.118084;8.691776
18237001;50.14187;8.75341
18237002;50.141865;8.753391
18237003;50.14185;8.753355
18237004;50.14183;8.75226
18237005;50.141857;8.7522335
18237006;50.14188;8.752216
18237007;50.14268;8.753564
18237008;50.14266;8.753582
18257001;50.118084;8.684982
18257002;50.118107;8.684969
18257003;50.118134;8.684956
18257004;50.11816;8.684944
18257005;50.118397;8.685514
18257006;50.118156;8.685836
18257007;50.11844;8.685523
18257010;50.117935;8.68417
18257011;50.11796;8.684155
18257012;50.11799;8.684141
18297001;50.1199;8.677396
18297002;50.119923;8.67742
18297003;50.119286;8.678143
18297004;50.119278;8.678103
18297005;50.119762;8.677955
18297006;50.119736;8.677969
18297007;50.119713;8.677987
18299001;50.123104;8.675361
18299002;50.122715;8.675843
18299003;50.122715;8.675801
18299004;50.122902;8.675742
18299005;50.1235;8.675475
18299006;50.12351;8.675516
18301001;50.125393;8.674667
18301002;50.1254;8.674708
18301003;50.124622;8.675116
18301004;50.124615;8.675076
18301005;50.125027;8.675284
18301006;50.125;8.675297
18303001;50.128487;8.672657
18303002;50.128487;8.672666
18303003;50.128494;8.672707
18303004;50.128353;8.673227
18303006;50.128273;8.673309
18303008;50.127575;8.673476
18303009;50.127567;8.673436
18303010;50.12756;8.673395
18303011;50.127815;8.6732435
18303013;50.127934;8.672743
18303014;50.127953;8.672716
18303015;50.12797;8.672686
18330001;50.11987;8.687317
18330002;50.11985;8.687284
18330003;50.119835;8.687251
18330004;50.119816;8.687219
18330005;50.12025;8.686234
18330006;50.120224;8.686239
18330007;50.120163;8.686988
18346001;50.10719;8.682958
18346002;50.107162;8.682971
18346003;50.106956;8.682054
18350001;50.116325;8.6798315
18350002;50.11633;8.6797905
18350003;50.11659;8.680184
18350004;50.116737;8.67981
18350005;50.116734;8.679852
18350006;50.11677;8.679981
18350007;50.11677;8.679939
18350008;50.116776;8.679896
18350009;50.116924;8.679856
18350010;50.116947;8.679844
18350011;50.11697;8.67981
18350012;50.116997;8.679798
18350013;50.11662;8.678288
18350014;50.116646;8.678274
18350015;50.116673;8.678263
18350016;50.116695;8.678248
18350017;50.117344;8.678919
18350018;50.117344;8.678961
18350019;50.117344;8.679003
18350020;50.117344;8.679045
18350021;50.117348;8.679087
18350022;50.11652;8.680448
18360001;50.119965;8.690326
18360002;50.119976;8.689979
18361001;50.12161;8.69091
18361002;50.121613;8.690869
18361003;50.12251;8.691153
18361004;50.122494;8.691188
18361005;50.12206;8.690499
18361006;50.122036;8.69141
18364001;50.12631;8.691846
18364002;50.1263;8.691888
18364003;50.126186;8.692096
18364004;50.125847;8.692163
18364005;50.125847;8.6921215
18365018;50.126865;8.692131
18365019;50.12686;8.692089
18365020;50.12727;8.691046
18365021;50.127293;8.691035
18365022;50.12808;8.692104
18365023;50.12808;8.692146
18365024;50.12768;8.693026
18365025;50.127655;8.693037
18366001;50.131363;8.694476
18366002;50.13136;8.694518
18366003;50.13069;8.694436
18366012;50.13064;8.69414
18366013;50.13063;8.6941805
18366014;50.12995;8.694073
18367001;50.13274;8.695077
18367002;50.132736;8.695118
18367003;50.131435;8.694797
18367004;50.13202;8.694582
18367005;50.132015;8.694509
18367006;50.13205;8.694588
18367007;50.132072;8.694567
18367008;50.13199;8.694085
18367009;50.132015;8.694076
18367010;50.132042;8.694069
18368001;50.136185;8.696651
18368002;50.136177;8.6966915
18368003;50.135273;8.696579
18368004;50.135277;8.696537
18368005;50.135662;8.696134
18368006;50.13579;8.695951
18368007;50.135483;8.69659
18368008;50.13529;8.696498
18368009;50.135708;8.696126
18368010;50.135742;8.696131
18368011;50.13585;8.69593
18368012;50.1359;8.695919
18369001;50.13856;8.698138
18369002;50.13857;8.698099
18369003;50.138577;8.698054
18369006;50.13894;8.698599
18369007;50.138916;8.698581
18369008;50.13887;8.6988945
18369009;50.138844;8.698882
18369010;50.139362;8.698173
18369011;50.139618;8.698296
18369012;50.13887;8.698629
18369013;50.138855;8.698676
18369014;50.138817;8.698878
18369023;50.14024;8.698457
18369024;50.14024;8.698499
18369025;50.140236;8.698541
18370001;50.141212;8.699234
18370002;50.141186;8.699256
18370003;50.141056;8.698614
18370004;50.14069;8.698888
18370006;50.140842;8.699045
18370007;50.140858;8.699013
18371001;50.143612;8.703897
18371002;50.143593;8.703927
18371003;50.142807;8.7031355
18371004;50.14283;8.703112
18371005;50.14348;8.703028
18371006;50.143486;8.703068
18371007;50.143524;8.703167
18371008;50.143517;8.703127
18371009;50.142956;8.703372
18371010;50.142662;8.702701
18371011;50.143414;8.703742
18371012;50.14297;8.703336
18372001;50.146137;8.706175
18372002;50.146126;8.706212
18372003;50.145866;8.705997
18372004;50.145542;8.706408
18372005;50.14552;8.706381
18372006;50.145157;8.705959
18372007;50.14517;8.705922
18372008;50.14541;8.70607
18372009;50.145424;8.706036
18372010;50.145184;8.705887
18372011;50.145195;8.705851
18372020;50.14615;8.706138
18383001;50.117287;8.687556
18383002;50.11728;8.687594
18383003;50.11674;8.687783
18383004;50.11674;8.687741
18383005;50.11699;8.687237
18383007;50.117203;8.687433
18384001;50.11807;8.688147
18384002;50.11805;8.688181
18384003;50.11725;8.688037
18384004;50.117264;8.688004
18384005;50.117287;8.687978
18384006;50.117825;8.687824
18384007;50.117847;8.687846
18384008;50.11787;8.687869
18384009;50.117954;8.68743
18384010;50.117977;8.687454
18384011;50.118;8.687479
18384012;50.118034;8.688216
18384013;50.11802;8.6882515
18384014;50.117878;8.687876
18384015;50.1179;8.687898
18384016;50.118023;8.687503
18384017;50.117798;8.687764
18384018;50.117813;8.687798
18384019;50.11793;8.687406
18391001;50.106293;8.668882
18391002;50.106083;8.669218
18392001;50.10527;8.667545
18392002;50.105312;8.667494
18392003;50.10477;8.667179
18392004;50.10476;8.667141
18392005;50.104958;8.666612
18436001;50.144283;8.691964
18436002;50.14429;8.692003
18436004;50.143475;8.692554
18436005;50.14376;8.691812
18436006;50.143787;8.691804
18436007;50.143692;8.691431
18436008;50.143715;8.691413
18436009;50.143974;8.692497
18436011;50.143948;8.692507
18436012;50.14405;8.692867
18436014;50.144024;8.692881
18436017;50.14348;8.69251
18436018;50.143486;8.692464
18523001;50.111267;8.707805
18523002;50.111294;8.707805
18523003;50.11132;8.707802
18523004;50.11126;8.708403
18523005;50.111443;8.708883
18523006;50.111572;8.708581
18523007;50.11156;8.70862
18523008;50.111137;8.708713
18523009;50.111134;8.708671
18523010;50.11113;8.70863
18523011;50.110878;8.708671
18523013;50.11134;8.708404
18532001;50.12935;8.758827
18532002;50.129322;8.758843
18532003;50.12994;8.759504
18532004;50.130104;8.760441
18532005;50.130127;8.76042
18820001;50.10807;8.670028
18820002;50.10808;8.670064
18820003;50.108097;8.670101
18857032;50.11639;8.627923
18857033;50.11636;8.627974
18886001;50.132236;8.677067
18886002;50.13221;8.677065
18886003;50.132042;8.675893
18886004;50.132015;8.675899
18886005;50.132366;8.67637
18887001;50.13176;8.683212
18887002;50.131733;8.6832
18887003;50.13171;8.683187
18887004;50.13189;8.682543
18887005;50.131863;8.6825285
18887006;50.13171;8.684955
18887007;50.13168;8.684953
18887008;50.131653;8.684951
18887009;50.13181;8.68359
18887010;50.131786;8.683566
18887011;50.131165;8.684176
18887012;50.131153;8.6842165
18887013;50.13215;8.683812
18887014;50.13215;8.683854
18887015;50.132328;8.683842
18887016;50.132328;8.683885
18887017;50.132153;8.683897
18887018;50.132156;8.683939
18887019;50.13233;8.683927
18887020;50.132336;8.6839695
18888001;50.131733;8.686377
18888002;50.13176;8.686377
18888003;50.13142;8.686402
18888004;50.131447;8.686418
18888005;50.131245;8.687046
18888006;50.13127;8.687062
18888007;50.131184;8.685679
18888008;50.13121;8.685694
18888009;50.131237;8.685707
18889001;50.130753;8.688831
18889002;50.130775;8.688849
18889003;50.130764;8.688019
18889004;50.13075;8.688042
18889005;50.1306;8.6879015
18889006;50.130577;8.687883
18889007;50.130554;8.687866
18890001;50.129143;8.692205
18890002;50.129166;8.69223
18890003;50.12919;8.692253
18890004;50.128864;8.693944
18890005;50.12884;8.693919
18890006;50.12882;8.693895
18890007;50.12963;8.693562
18890008;50.129612;8.693591
18890009;50.12846;8.692535
18890010;50.128475;8.692505
18890011;50.12935;8.69325
18890012;50.12933;8.69328
18890013;50.129593;8.693622
18890014;50.128723;8.6928005
18890015;50.128494;8.692473
18890016;50.129276;8.693694
18890017;50.129295;8.693663
18891001;50.127796;8.694576
18891002;50.127823;8.694563
18891003;50.127953;8.695326
18891004;50.12798;8.695312
18891005;50.128227;8.694178
18891006;50.128246;8.694203
18891007;50.12827;8.694229
18891008;50.127647;8.696148
18891009;50.12763;8.696119
18891010;50.128044;8.69494
18891011;50.128025;8.694974
18891012;50.128136;8.695837
18891013;50.12811;8.695843
18891014;50.12818;8.694624
18891015;50.127815;8.695813
18892001;50.126556;8.696976
18892002;50.126575;8.697008
18892003;50.12659;8.69704
18892004;50.126297;8.69813
18892005;50.126312;8.698163
18893001;50.124645;8.699809
18893002;50.12463;8.699777
18893003;50.125088;8.698939
18893004;50.125103;8.698973
18893005;50.125248;8.699542
18893008;50.124947;8.699034
18894001;50.124325;8.700017
18894002;50.12434;8.700053
18894003;50.12376;8.700878
18894004;50.123745;8.700844
18894005;50.1239;8.70019
18894006;50.124187;8.700719
18895001;50.123314;8.701108
18895002;50.12333;8.701142
18895003;50.122776;8.701876
18895004;50.122807;8.7019205
18895005;50.122826;8.701955
18895006;50.12291;8.701704
18895007;50.123188;8.701159
18896001;50.122627;8.701673
18896002;50.122643;8.701707
18896003;50.12267;8.701761
18896005;50.122177;8.702706
18896006;50.122158;8.702677
18896007;50.12219;8.701829
18896009;50.122215;8.701867
18896010;50.12266;8.7025385
18896011;50.122536;8.701948
18896012;50.122437;8.701831
18897001;50.121128;8.703177
18897002;50.121143;8.703214
18897003;50.121155;8.703251
18897004;50.119915;8.704495
18897005;50.119938;8.704478
18897006;50.11945;8.706283
18897007;50.119434;8.706247
18897008;50.1201;8.705204
18897009;50.12076;8.7066
18897010;50.120735;8.706616
18897011;50.12071;8.706632
18897012;50.120564;8.704051
18897013;50.120575;8.70409
18897014;50.120586;8.704129
18897015;50.119743;8.705947
18897016;50.119717;8.705897
18897017;50.12055;8.705693
18897018;50.12052;8.705709
18897019;50.1205;8.705725
18940001;50.10374;8.673909
18940002;50.10412;8.674379
18940003;50.10423;8.6747675
18948001;50.102726;8.672179
18948002;50.103615;8.673556
18967003;50.102257;8.680387
18967005;50.101467;8.681035
18983001;50.108913;8.665352
18983002;50.10862;8.665788
18983003;50.109;8.666013
18983004;50.108974;8.666035
18983005;50.10895;8.666052
19002001;50.105057;8.678191
19002002;50.105045;8.678154
19002003;50.1052;8.677348
19002004;50.105614;8.677597
19002005;50.105602;8.67756
19002006;50.105648;8.678282
19002007;50.105625;8.678304
19043001;50.105446;8.670056
19043002;50.105682;8.669691
19072001;50.139225;8.694221
19072002;50.139217;8.69418
19072003;50.139496;8.693802
19072004;50.139503;8.693841
19078010;50.093395;8.649507
19078011;50.093433;8.64966
19078012;50.09317;8.648715
19078013;50.093136;8.6485815
19078014;50.09327;8.64899
19078015;50.093304;8.649242
19110001;50.14231;8.70152
19110002;50.14229;8.701546
19110010;50.141483;8.700345
19110011;50.141502;8.700313
19113001;50.105114;8.71037
19113002;50.10514;8.710376
19113003;50.10525;8.711853
19113004;50.105225;8.711848
19113006;50.105373;8.71113
19113007;50.105373;8.711172
19113010;50.10513;8.710932
19902025;50.122013;8.89266
19902026;50.12199;8.892714
19902027;50.121258;8.892628
19902028;50.121265;8.892668
19902029;50.121273;8.892709
19902030;50.12128;8.892749
210101010;50.087852;8.620265
210101020;50.08788;8.620265
210101030;50.087906;8.620265
210301010;50.061367;8.651226
210302010;50.061394;8.651217
210401010;50.087215;8.665445
210402010;50.087242;8.665459
210501010;50.06866;8.653631
210501020;50.068684;8.653656
210502010;50.068703;8.653683
210601010;50.087387;8.6669035
210602010;50.08741;8.666881
210801010;50.073257;8.665765
210802010;50.07328;8.665791
220101010;50.114574;8.635692
220101020;50.11463;8.635699
220101030;50.11466;8.635703
220162570;50.106823;8.7282505
220162580;50.10685;8.72824
220172410;50.10699;8.728202
220172420;50.107018;8.728201
220201010;50.13142;8.6596
220201020;50.131447;8.659602
220301010;50.132065;8.676417
220301020;50.13209;8.676412
220401010;50.13052;8.688085
220401020;50.130543;8.688098
398331142;50.074898;8.718902
398331143;50.074875;8.718879
399126816;50.11512;8.620458
399126817;50.115143;8.6204405
399126818;50.11517;8.620425
399126819;50.115192;8.62041
483492705;50.14464;8.703175
483492713;50.143967;8.702961
483492732;50.193398;8.653345
483492733;50.124496;8.726306
483492734;50.12392;8.727058
483492735;50.159008;8.676831
483492736;50.159016;8.67687
483492737;50.109074;8.603373
483492738;50.10909;8.603335
483492739;50.08526;8.618818
483492740;50.071903;8.6527605
483492741;50.071907;8.6527195
483492742;50.11487;8.613484
483492743;50.114895;8.613497
483492744;50.114685;8.615251
483492745;50.114708;8.615271
483492746;50.134163;8.618355
483492747;50.13419;8.618334
483492748;50.134212;8.618316
483492749;50.13409;8.618411
483492750;50.13378;8.618675
483492751;50.13303;8.616226
483492752;50.1338;8.615858
483492753;50.078476;8.616518
483492754;50.11543;8.733292
483492755;50.11542;8.733251
483492756;50.145775;8.704631
483492757;50.114296;8.5947075
483492758;50.113503;8.598819
